Iteration,AIC,R^2,Moran's I,Age Coefficient,Age Z-Stat,Age Probability,Bedrooms Coefficient,Bedrooms Z-Stat,Bedrooms Probability,Building Square Feet Coefficient,Building Square Feet Z-Stat,Building Square Feet Probability,Estimate (Building) Coefficient,Estimate (Building) Z-Stat,Estimate (Building) Probability,Estimate (Land) Coefficient,Estimate (Land) Z-Stat,Estimate (Land) Probability,Fireplaces Coefficient,Fireplaces Z-Stat,Fireplaces Probability,Full Baths Coefficient,Full Baths Z-Stat,Full Baths Probability,Garage 1 Area Coefficient,Garage 1 Area Z-Stat,Garage 1 Area Probability,Garage 2 Area Coefficient,Garage 2 Area Z-Stat,Garage 2 Area Probability,Half Baths Coefficient,Half Baths Z-Stat,Half Baths Probability,Land Square Feet Coefficient,Land Square Feet Z-Stat,Land Square Feet Probability,Rooms Coefficient,Rooms Z-Stat,Rooms Probability,Sale Quarter Coefficient,Sale Quarter Z-Stat,Sale Quarter Probability
10,22744.762054085524,0.45076076482902966,-0.003120500879327018,-1.592462492304745,-16.971640578407012,1.331594020360699e-64,-0.13468761349642022,-23.38061157767372,6.731364622340009e-121,0.019660084244970455,2.4822749406089355,0.013054650484920353,0.1815048658532823,19.234679949928605,1.8971070343291974e-82,0.11521526324181453,13.799760115175987,2.5570208592450297e-43,0.07038600565714564,6.644695895017604,3.038437519217502e-11,0.03067621329072409,6.2845132932237915,3.288823944579949e-10,0.017710936181073528,2.5914820743256968,0.009556352002108425,0.031065922789103737,7.599057748868243,2.98294653704983e-14,0.0029202524237806234,0.7811033654933417,0.43474170266158474,0.016846554402792424,3.7741355458100525,0.00016056344860637453,0.09290627623887827,9.65207532155967,4.817083523030399e-22,-0.008601909867566482,-0.954536989090997,0.3398118951740873
11,23060.084150060553,0.44180844065416086,-0.0017186059432195025,-1.5645572015800295,-16.713784639925,1.0401904953983642e-62,-0.1347240739806841,-23.055032708315583,1.3094946178072712e-117,0.004681921598466088,0.5867365001380483,0.5573806898281116,0.16217767994316623,17.157667564117606,5.508172906138751e-66,0.12214358874565767,14.196258579919098,9.663576235179558e-46,0.060298577750377225,5.850800163606455,4.892137225298778e-09,0.037708436899541925,7.65131039658824,1.9894148148947865e-14,0.01675834436972229,2.4302782264087726,0.015087236156694436,0.022402855455088744,5.535143949007536,3.10972846574233e-08,-0.0007115584523711086,-0.18649492538013968,0.8520566580124258,0.01653880159620747,3.6904993327937796,0.0002238142759443783,0.10281924824764459,10.776908371587043,4.425092352494136e-27,0.008068906364860684,0.8753004518577367,0.3814104483351767
12,22470.338210668222,0.4238094337609295,-0.0021388849938063677,-1.7064812428127518,-16.611861837829256,5.719028848392382e-62,-0.13275472579614475,-23.297734605731097,4.673979527351451e-120,0.009121320902487018,1.166008684628898,0.24361093419812596,0.16295525561638247,17.540200373172958,7.067775068745213e-69,0.1204509487309518,14.962149907614249,1.2976521004002063e-50,0.05446723299421269,5.299952859660772,1.1583258423029537e-07,0.023374245026351104,4.86475064151598,1.1460119757765946e-06,0.013808887975582967,2.0422398155267394,0.041127748788135604,0.026238367674649613,6.564034581008309,5.2371047848761987e-11,-0.00046588783596696395,-0.13281555498713604,0.8943392522472424,0.017329807782446437,3.8975043911097207,9.718906064394072e-05,0.11833318066039451,12.7339493162417,3.829668334897104e-37,0.004477314751829331,0.5009720102855331,0.616390821611543
13,22729.744889163052,0.41019223730191984,-0.002656362946696803,-1.5610077720674076,-15.557093277835659,1.4242157997540973e-54,-0.13394402744880252,-23.288859698978097,5.7495196455985955e-120,0.00718016157421647,0.9049755456322077,0.36547834263545886,0.16987037486259404,18.14124312310694,1.5058622156298608e-73,0.0964233691841625,12.097316528457085,1.0912013870234584e-33,0.05855524043138338,5.655165330728045,1.5569632709297666e-08,0.02560692899038905,5.245541753633265,1.5582376425695705e-07,0.023196589039753468,3.4068680064987054,0.0006571289731247981,0.031681878419534605,7.827970505337715,4.95808211129172e-15,-0.001608519560772753,-0.4243303988137712,0.6713248725429616,0.01919358835018161,4.334994726812404,1.4576361650551129e-05,0.10216669889140857,10.953647418944726,6.382470349725114e-28,0.008601641973901564,0.9502632955345246,0.3419784841188669
14,22241.377450989727,0.37618757384541646,-0.0037307432701257854,-1.6440448870256659,-15.195555163861545,3.7844375739446456e-52,-0.14742481771017213,-26.179061701392207,4.6020789595194746e-151,0.02252358862996956,2.9287033298913405,0.0034037912620271584,0.18845703445314577,20.366287086724746,3.3298754155321785e-92,0.06862838481096817,8.97726102014828,2.775907743532961e-19,0.054986670077860636,5.5412255244392306,3.003620851594318e-08,0.029943777255059284,6.228061049275935,4.722430612432864e-10,0.018097791727469947,2.702607525058742,0.006879792827338081,0.023061492187093635,5.820615576666711,5.86312827272017e-09,-0.0005988232768583938,-0.19119529525405946,0.8483725894688189,0.024571274228493152,5.5416071931995745,2.99708018049575e-08,0.11823154396062953,12.836982128974359,1.0176466811254352e-37,-0.007345216470597049,-0.8287944581162539,0.4072207246859586
15,22500.749631567716,0.42826387247535397,-0.0009165821853674045,-1.6132397958036575,-15.309729911353097,6.583675472977965e-53,-0.12937855980700821,-22.503175618270028,3.863838331369506e-112,0.015190871306121179,1.9356542091446713,0.05291006626225533,0.1879771555920644,20.34996071361002,4.6464679569952844e-92,0.1069774454653658,13.000250889353172,1.2194257767669296e-38,0.05675866020934178,5.5701925936473184,2.5445790071679555e-08,0.03613957726804562,7.482593721027155,7.286989173801849e-14,0.010604682132631382,1.5493432108179481,0.12129923748804065,0.029774699458104754,7.434187819535912,1.0521238905337146e-13,-2.237347780626245e-05,-0.006325007794188045,0.9949534075828456,0.015195206051201296,3.420829994746647,0.0006243034461194147,0.10553462661632564,11.193217003503872,4.401681620412173e-29,-0.012209301617056023,-1.3678159964769556,0.17136967926640334
16,22830.85577910729,0.394894030368267,0.000640101505953156,-1.6883535164625585,-15.46678959498109,5.813489242654171e-54,-0.13007260518827152,-22.903498827651436,4.287754429793026e-116,0.01006131679979591,1.2753723815511266,0.2021774693866406,0.17326298320967304,18.769868460603718,1.332149074317715e-78,0.08709507897210989,11.072423868500696,1.707195057234826e-28,0.042488452803176965,4.158903885574879,3.197784107830139e-05,0.03903575828422218,8.003156315661629,1.2126983333657416e-15,0.02836727714741158,4.187709576556908,2.8178377659602938e-05,0.03214969704477939,7.920025289613478,2.3746227774193605e-15,-0.005964700039675117,-1.561093700535541,0.11850164420842726,0.02565247355575536,5.8464053545270955,5.0230914955699366e-09,0.11973472525460296,12.685304147325477,7.133639752731854e-37,-0.0008869743481074721,-0.09803747215686667,0.9219025381961912
17,22183.42578562969,0.45758955004716584,-0.0033917295888532878,-1.6178343320375241,-16.4564622840074,7.537922022229683e-61,-0.13571818756735396,-24.01939347926932,1.744200831713251e-127,0.020532258330062392,2.6746733214653355,0.007480209962302478,0.16087224177793602,17.61510927585123,1.8862456793896592e-69,0.11766364749662983,14.375458012226268,7.378034072917045e-47,0.07367167980912115,7.122431340008709,1.0603958240519743e-12,0.02856183014547256,6.0702864439592465,1.2768230304183381e-09,0.014289810132497499,2.1538173873590596,0.03125449560319546,0.02964717181872062,7.469690415399629,8.038371146403852e-14,-0.004416318621376817,-1.1235817212767036,0.2611905140714045,0.022136544531740097,5.153984812938639,2.5500860409102266e-07,0.08813354542898853,9.220377129923925,2.960570918342301e-20,0.00448920669759012,0.513081920931085,0.6078940174242393
18,22597.311010796333,0.47153806482043825,-0.0052251852554984195,-1.5302877619163917,-16.055507254026207,5.230951336195844e-58,-0.14172529716457538,-24.833552617047992,3.893477967380402e-136,0.003103055905312402,0.3964024618617399,0.6918081502244721,0.19893216248210943,21.657145884513902,5.204991758902718e-104,0.09503184224118588,11.92922089022857,8.334991884393704e-33,0.10440127045214428,10.218396691186655,1.6403141175426806e-24,0.02788808051226027,5.790465061509615,7.0191798669644355e-09,0.009965068745135336,1.4722081731911463,0.1409646709969793,0.0320340815192981,8.003187922709879,1.21238696296526e-15,-0.008248422094963272,-2.3008364459147224,0.021400877532852983,0.01608653382491971,3.6639644035316397,0.0002483413138418985,0.06235581533149882,6.671751780461967,2.527678365456372e-11,0.0012864915554229306,0.1435725763341193,0.885837997175675
19,22742.38956390358,0.43526093106453545,-0.0035532427167419165,-1.6491427292475116,-16.459524410066155,7.16612736256651e-61,-0.14286031664738238,-24.744373348082792,3.5642914048341476e-135,0.01244631679198499,1.5697603946344647,0.11647086476623225,0.1763955530463328,18.902311764613,1.0916303026885949e-79,0.10786682903761258,12.815331902645726,1.34561349543003e-37,0.07176586269098024,7.014202320901458,2.3126454159545207e-12,0.03134426970723675,6.421388568878635,1.3503684443979156e-10,0.016051603980709678,2.3671506079951747,0.017925636519684842,0.03379543769594459,8.414861229158058,3.933602974674701e-17,-0.007198097510581213,-2.039500056198313,0.041400145621407806,0.018617711531053266,4.1720520578574565,3.0186864412272506e-05,0.11125192097308909,11.717254740320264,1.0398735768967546e-31,-0.01227418842691086,-1.376864000898864,0.16855429896136476
20,22418.747833060752,0.4427475577642031,-0.0032059163988897507,-1.5650983153804983,-16.29124314752155,1.1389044273086975e-59,-0.138959941882976,-24.2430379538452,7.830311878962044e-130,0.010921683131193405,1.403841402252403,0.16036608210787306,0.16611557796589682,18.036162004816585,1.0134252058006144e-72,0.10510587101123242,13.012142235002582,1.0437449036549239e-38,0.08008519126216536,7.738718078039773,1.00424181493441e-14,0.03327389336311484,6.883669283737883,5.833020631726844e-12,0.015445378468145005,2.298075582980707,0.02155748768264817,0.027127843229639872,6.729786356408004,1.699123824497215e-11,0.004069462865887738,1.0380183690884306,0.2992615032470508,0.017734009914972003,4.034156486401723,5.479879112705711e-05,0.08462318196419777,9.052598213194644,1.3960619476063453e-19,0.008679051897222179,0.9836893977748334,0.32526825433691975
21,22909.377054228473,0.42785022167824344,-0.00413672748106017,-1.6312437068721337,-16.870027933862474,7.476101121082448e-64,-0.14136186149734256,-24.18778825572234,2.990933028241957e-129,0.0166569585243731,2.108288246306781,0.03500606401207826,0.17095799986542237,18.32081523075051,5.646071545018883e-75,0.10721418374143837,13.341081504252355,1.33508472208824e-40,0.06522527203839122,6.234397106841738,4.535212992856351e-10,0.02336155112897717,4.7837876329375755,1.7202243278324878e-06,0.017803971511775457,2.6103766220825206,0.009044258955162468,0.025347398849333704,6.293693714283984,3.0999921603600663e-10,-0.0030725377052023654,-0.6739590320496847,0.5003373599491587,0.01761563141422378,3.99730248720932,6.40684096259327e-05,0.10542056207538889,10.983096519543158,4.60850960442362e-28,-0.004251181793111347,-0.47386924341088216,0.6355931530357068
22,22385.630945892943,0.42341541715762426,-0.0031897775248613293,-1.619260282588872,-15.86976029615593,1.026320967154921e-56,-0.12763683433087067,-22.18913235005484,4.373497757852383e-109,0.007611580890124536,0.9797848298346129,0.3271923419314595,0.17723977912240974,19.16656206939408,7.041100121864709e-82,0.11236999369764689,14.018899648622867,1.194523703011551e-44,0.04952302141239086,4.86984886527301,1.116836381993782e-06,0.025820646076719633,5.421981932066564,5.894184108779077e-08,0.023864640909942697,3.5466849387807056,0.0003901108241497829,0.020657021892767687,5.185639108939033,2.1527532771118066e-07,-0.003617235353056296,-1.0201393547126119,0.3076623745325523,0.024258579855848346,5.499351005231669,3.8119165066355656e-08,0.10574648232861528,11.509019327548419,1.1882187547402383e-30,-0.0049400644987027675,-0.5535506332340858,0.5798864193615368
23,22832.08524358191,0.41787287432315556,-0.001954814674268669,-1.6942243243293946,-16.339207450034383,5.19234432955553e-60,-0.13930332261824685,-24.24963671795815,6.67076964830862e-130,0.02106523490308529,2.662482889449288,0.007756651305782701,0.18105229116829036,19.539460631435045,5.0715288542294586e-85,0.08545524047873942,10.459638462515215,1.3235973343054565e-25,0.06779590932238191,6.60457493245586,3.9865953030255285e-11,0.031038058815555547,6.440646650462887,1.1896554404823098e-10,0.01423401416280809,2.09307389449128,0.03634255867631384,0.028127268271721052,6.913753688946137,4.7199442544334355e-12,-0.00409023220781036,-1.188447565657564,0.2346571261042626,0.020271978936273367,4.534272803802907,5.780228200979083e-06,0.09287951098121025,9.782974923544034,1.3323564193482208e-22,-0.006704812338862498,-0.7466792736475686,0.45525718368567714
24,22694.220700355985,0.443022310881289,-0.0029587813397601317,-1.5933092555813413,-16.114093410835384,2.0312102952703322e-58,-0.1377272364072603,-23.747017473979295,1.1795326212629149e-124,0.028909644386073075,3.695159932896706,0.00021974842021616208,0.19720563111397948,21.38722415656461,1.7570852916426352e-101,0.09036998424157716,11.448477807012859,2.3931088446258708e-30,0.08175037844285418,7.7996879747387275,6.2060432421510134e-15,0.0316977844553164,6.490500498567148,8.555168285387242e-11,0.011673848070845594,1.7116822651689854,0.08695523864643151,0.026859493690128414,6.642314703841328,3.0879475052001086e-11,-0.003693173881215117,-1.0340868280428246,0.3010955734903832,0.027976899642288985,6.3682020764763925,1.9125683283230063e-10,0.08212900627142093,8.585775621334626,9.022561335566203e-18,-0.022683678442588118,-2.539884518537714,0.011088907626219377
25,22286.83550844509,0.4557337186270735,-0.0036096023863188744,-1.5721302377672535,-16.02909468794245,8.004031685928618e-58,-0.13183925295968613,-23.16694111370674,9.812661160104042e-119,0.005395859653524904,0.703118431475639,0.48198194664766225,0.17303159367910426,18.9774350068678,2.6208221497088306e-80,0.10199182045579708,13.386054124569654,7.295491395652621e-41,0.07671083902566331,7.65607127913028,1.9170734810098892e-14,0.03562459499992987,7.493413541395866,6.710504336156904e-14,0.028466539957128834,4.225402629653018,2.3851394058850084e-05,0.04015939138801667,10.119205156548569,4.540881476613754e-24,-0.005652193670405314,-1.864748994219348,0.06221659576506971,0.01800925644415894,4.158866239539087,3.198311107166443e-05,0.08625655394831001,9.458497143561045,3.1240073536688983e-21,0.00030702947814031933,0.035289684644792936,0.9718487486699274
26,22442.210093095167,0.42176575824715423,-0.00256645014379541,-1.6283113893756078,-16.078235188155134,3.6256099633796606e-58,-0.14239945583187635,-25.046088787136036,1.92584382356592e-138,0.005681608653384962,0.7287962375823335,0.46612631339201294,0.15720446384679565,17.240218374944885,1.325352460791323e-66,0.09720469500294249,12.421043000147924,2.0092478311974424e-35,0.06786543891786469,6.551502401355941,5.6961071877174266e-11,0.03657280792810763,7.629274872830282,2.360778004052029e-14,0.020641388289182105,3.0451626595524437,0.0023255449925570775,0.030087040992716862,7.4955647763361695,6.60134934834368e-14,-0.003487917931579608,-0.8104572748043175,0.41767741130608604,0.01897207545103162,4.293271209917,1.7605972722383654e-05,0.10226562612618556,10.761791256303177,5.2146561105776985e-27,0.010139401479922538,1.1584023954490874,0.2466998620676506
27,22165.3411809161,0.44331977872780165,-0.002296950209815158,-1.5777816703361656,-16.005615790066265,1.1675234093296886e-57,-0.14444916418632547,-25.468023539231908,4.458471191406922e-143,0.023352525698540183,3.025656764136449,0.002480937593612298,0.1809660679137287,19.746075930350393,8.669847133497526e-87,0.08953411513819359,11.398469346712576,4.2553484825387055e-30,0.08933176766260435,8.765121089174317,1.8657601511119293e-18,0.030856064822273904,6.490688754825345,8.544483890467802e-11,0.004920925017872724,0.7401069210106321,0.4592351195185681,0.028505150739759687,7.15513710398621,8.35893358637031e-13,0.0005693861900706206,0.15343846424741622,0.8780525139229578,0.022740416496182192,5.258904865753887,1.4491583210154202e-07,0.09095273370638973,9.80917017068647,1.0281052558442681e-22,-0.0030954180629482186,-0.347527660359422,0.7281949419327682
28,22445.245826634342,0.3834290261028798,-0.0010010121424846568,-1.5887765956714877,-14.702662756623484,6.1973997690964866e-49,-0.1382887350333674,-24.0688053648444,5.305633994691482e-128,0.015116267611407747,1.9466629988518798,0.05157515037986824,0.1780025831040899,19.237034600256294,1.8128761878259283e-82,0.08400013426512964,10.280139297203965,8.660234556163057e-25,0.052801532090302056,5.114842940975866,3.1400211530544715e-07,0.03512980499149124,7.279375740495929,3.353684085161321e-13,0.017123140784858465,2.537208104858625,0.011174050829369873,0.02292407142215052,5.77781385805258,7.567746426368877e-09,-3.438305399679816e-05,-0.009286135779790941,0.9925908421167482,0.024475077643176517,5.55742294494854,2.7378678422350675e-08,0.12125299797855538,12.974139872127969,1.715108447745563e-38,-0.0033937406217137145,-0.3776557852825698,0.7056863176146272
29,22880.90300286938,0.4036768047047486,-0.0029624952693852956,-1.6122340216534818,-15.18191313176478,4.659895514404987e-52,-0.13859357513100207,-23.926026647245227,1.6418910481766688e-126,0.014475031598595811,1.8466220720997786,0.06480193296838062,0.17729831092418658,19.398456199468423,7.9523818415257245e-84,0.07604320291060856,9.563867014305492,1.1343710209892299e-21,0.06538922039875082,6.318956665144744,2.633351013203704e-10,0.032125250110812686,6.641604634545434,3.1028635689855805e-11,0.021382464553280467,3.1370117669369924,0.0017067927705960507,0.03481367538347941,8.628843619461904,6.197535840522563e-18,-0.004972992644390715,-1.4653056455696034,0.1428375469304131,0.027069758433123155,6.128277951742786,8.883529611100327e-10,0.10331364788825878,10.899800596997581,1.1551014826168264e-27,-0.00010718933525899477,-0.01186622381142306,0.9905323454121177
30,22902.65685834024,0.4265764681610037,-0.0032040550085066736,-1.6113864588511895,-16.122058160221947,1.7856187049212377e-58,-0.13837256893204475,-23.863168947685832,7.392231084753528e-126,0.008848343379730866,1.1067340819503368,0.26840891537908207,0.17281662961436495,18.53051975306424,1.171499024666137e-76,0.09659249051825841,11.616925316648118,3.3808563030558406e-31,0.07131350561828527,6.874156828410671,6.235757736770282e-12,0.03680410082022051,7.642366799131352,2.1326458748624237e-14,0.007830264744622811,1.1476103510382833,0.25112945473725545,0.02533153769473551,6.216606760769715,5.080207776670514e-10,-0.004084036209150489,-0.9441620789499529,0.34508683008764907,0.014636899780552062,3.329994438395755,0.0008684771875934076,0.09591278355830152,10.176917641220227,2.5139863764276794e-24,0.016198896547794217,1.7994564930944659,0.07194650012711892
31,22759.574428498938,0.43712573156261975,-0.003801389403730297,-1.6017569792111979,-15.78516446296672,3.936220278060807e-56,-0.1321255157050774,-23.04784462990629,1.5459637285667769e-117,0.016454028147644795,2.0724748859261175,0.038221175974434106,0.1736503635767045,18.7153961614279,3.708538172105616e-78,0.09710186774314883,12.065521441606444,1.6064164593746456e-33,0.06760006055123137,6.534288616885404,6.391259149094895e-11,0.02954368734722912,6.061635970990227,1.3474390767374414e-09,0.021843282400896502,3.1889081292305876,0.0014281125656497903,0.02054743769389865,5.03666694078229,4.7370797647319606e-07,-0.003163986248009418,-0.9254586111192344,0.3547274033160851,0.025525201906886515,5.635459443042435,1.745922314167009e-08,0.09625219389366488,10.174430302873606,2.579047040135633e-24,-0.010449959566936118,-1.1581073234889139,0.24682024174769523
