Iteration,AIC,R^2,Moran's I,Age Coefficient,Age Z-Stat,Age Probability,Bedrooms Coefficient,Bedrooms Z-Stat,Bedrooms Probability,Building Square Feet Coefficient,Building Square Feet Z-Stat,Building Square Feet Probability,Estimate (Building) Coefficient,Estimate (Building) Z-Stat,Estimate (Building) Probability,Estimate (Land) Coefficient,Estimate (Land) Z-Stat,Estimate (Land) Probability,Fireplaces Coefficient,Fireplaces Z-Stat,Fireplaces Probability,Full Baths Coefficient,Full Baths Z-Stat,Full Baths Probability,Garage 1 Area Coefficient,Garage 1 Area Z-Stat,Garage 1 Area Probability,Garage 2 Area Coefficient,Garage 2 Area Z-Stat,Garage 2 Area Probability,Half Baths Coefficient,Half Baths Z-Stat,Half Baths Probability,Land Square Feet Coefficient,Land Square Feet Z-Stat,Land Square Feet Probability,Rooms Coefficient,Rooms Z-Stat,Rooms Probability,Sale Quarter Coefficient,Sale Quarter Z-Stat,Sale Quarter Probability
23,22961.019592795434,0.7607546957188799,0.04131481958202642,-1.476701736607085,-38.39469655014871,0.0,-0.09693592038085302,-20.065540763761,1.476754006074757e-89,0.01995599554562976,2.488618320219839,0.01282405574006239,0.14346438894552604,15.885784411229194,7.949722386792229e-57,0.14281985387525492,20.706159403859054,3.048116011671382e-95,0.11367532625552479,17.374587777889037,1.2852655702132276e-67,0.004283699730978887,0.8979350088066553,0.36922019911369985,-0.004979427807972522,-0.7387819711980487,0.46003940109730435,0.03711958917437552,9.22478387443913,2.841333195482293e-20,0.0013059955795549243,0.36384567036680454,0.7159732565964032,0.013445052740712414,3.0434980873307276,0.0023384492763868702,0.007596578329579773,1.5661150940257165,0.11732167506017087,-0.00441881254567969,-0.4847103460380963,0.6278818264683563
24,22743.33233845275,0.7629300841304121,0.04234717977684736,-1.463513759833618,-38.386507278237836,0.0,-0.0952411140329543,-19.90722280553572,3.5231189486515494e-88,0.018445569017611345,2.383732463009844,0.017138056564053792,0.1542760513639634,17.20406094354197,2.475574068904641e-66,0.13825347171231367,20.507891514183793,1.8305960399171185e-93,0.10632004706885576,16.79340332120033,2.727460156351219e-63,0.008557253248933288,1.825661508168781,0.06790126459694663,-0.006666731101359399,-1.0025249729656458,0.31609011146706456,0.04236746735989043,10.564487483153599,4.3534014840445536e-26,-0.000872095573598991,-0.2761241673583231,0.782452699116542,0.0029676880093376656,0.6696532578309934,0.503078855077266,0.01295471270085384,2.6624964058119223,0.007756339793314733,-0.004756121792461966,-0.532767469155612,0.5941945552933576
25,22777.6281303512,0.760174738863426,0.044698112943871895,-1.4880886140882446,-39.18556692577478,0.0,-0.09692404894501869,-19.729573360848416,1.2018027720008665e-86,0.019344573799156172,2.43673250168729,0.01482063838854128,0.1399033329182485,15.372133297669102,2.517416485176875e-53,0.14953617424036897,21.63217650319783,8.946126535734131e-104,0.09962424613796003,15.38740460191382,1.9884974760958302e-53,0.0057403955984557786,1.21963234928152,0.22260427751010026,0.014516383266549065,2.1505889596466266,0.03150865751093784,0.041999029621250364,10.398395436845362,2.521431734931649e-25,-0.007457524405533475,-1.6710147375714064,0.09471876687128006,0.009295401819061345,2.108255054958702,0.03500893338414289,0.016739421379601216,3.411645593577685,0.0006457200738505136,-0.0010209232323270569,-0.1132143673931799,0.909860605369891
26,23364.95119250003,0.759443209359919,0.038945072214416586,-1.4324242559098428,-37.00864040245558,8.315523967761185e-300,-0.09576507355397917,-19.51715033758943,7.849588420088401e-85,0.026583487317754957,3.3171630608632645,0.0009093652657027065,0.12810156408815598,14.223000663832114,6.596273767560663e-46,0.15044925308774088,22.337842971583303,1.585148640370847e-110,0.10577361336505872,16.24054233224657,2.60609952879543e-59,0.009124306848992115,1.8891568668420353,0.0588708124275574,0.01160151308779327,1.6878590590902043,0.09143828730948188,0.030718236068803084,7.511318665578899,5.853471100659476e-14,0.0041619342016015,1.0471007623786655,0.29505310774905735,0.010403826550939257,2.2741553883193477,0.02295664544971009,0.010360843319890192,2.086672282533206,0.036917768416937786,-0.00655617111499476,-0.7135634175717305,0.47549718531829477
27,23242.88643653152,0.7584647282773626,0.04193220721970241,-1.48023307359835,-38.460553533122344,0.0,-0.10912292726960787,-22.353435938720885,1.1180077648180737e-110,0.04056320526930422,5.019681210723664,5.175730060867856e-07,0.1515940216484348,16.627781340138448,4.3853466304605665e-62,0.11822341690980243,18.057439099714383,6.894787057254412e-73,0.11390993151061002,17.453832385047008,3.21892409576795e-68,-0.0017102312636214766,-0.3550370444657493,0.7225618392151372,0.01531279189970066,2.2470106719705396,0.02463934508426569,0.04499560779088237,11.12372778884792,9.616798424193605e-29,-0.005638255084128613,-1.6373817512083118,0.1015507288134482,0.0053993763827871535,1.2277920499572945,0.219525040814728,0.005808312048477954,1.1896631896829384,0.23417879883960802,-0.01790921891704943,-1.9641966846866263,0.049507287147114595
28,23474.120082723046,0.7476698407488568,0.03763801177838491,-1.4241530929754598,-36.71865975446393,3.6795799663556017e-295,-0.09422869491364022,-19.068404197772704,4.621953881345181e-81,0.01954750433496477,2.414908464922061,0.01573916448502579,0.15381470176038212,16.5842103516254,9.064932922114824e-62,0.13630539324402835,19.971307471566032,9.78580220144707e-89,0.09450943816217094,14.599644549373213,2.8231342338653136e-48,-0.000444955176453243,-0.09053559503148512,0.9278616093406264,0.00014174967368545816,0.020424216563133334,0.9837049658541646,0.04279486948585911,10.427019370974005,1.8665164070967099e-25,0.0016781594460301892,0.46805233885095865,0.6397471615475514,0.0032983072899508935,0.70853005447547,0.47861615514434674,0.023063521772131834,4.614443530452414,3.941499178951596e-06,0.004692436759433885,0.5157697586208847,0.6060152264122296
29,23406.943849084495,0.7555042578962171,0.037550601658409434,-1.472175816515004,-38.14159093709997,0.0,-0.09607822604603444,-19.333483463517883,2.80803170941093e-83,0.024431984732158067,3.0086840092881806,0.0026238185797701043,0.13935761197225904,15.210464731117407,3.0139592889947737e-52,0.1527319411718227,22.082828282708462,4.622361240970799e-108,0.10241203892580297,15.651824603345355,3.2282927124824722e-55,0.007134971088762968,1.4733431907890149,0.14065852012078328,-0.003165813444218262,-0.4586167688247738,0.6465093925995344,0.03784087913412192,9.234487220717234,2.5952608969882387e-20,0.001871055706028515,0.44071628191555456,0.6594184077730336,0.004181535664732179,0.9363195477295901,0.3491086865342561,0.014097088518837342,2.82690373175808,0.004700045511662222,0.0035903081905202874,0.38972454531086076,0.6967402443151827
30,23267.327340457912,0.7568376068519783,0.04091789488038137,-1.4972417349933849,-38.64980970102427,0.0,-0.09739059623596617,-19.91336492202912,3.1166177693257103e-88,0.029918625998609727,3.805734325723487,0.00014138408461749724,0.13794822940195786,14.946608765261981,1.6388500994480653e-50,0.14155913973200412,21.077263972742333,1.286063624251904e-98,0.1103023190561229,17.02486797404693,5.371348450977417e-65,0.007283344017028823,1.5168890907006929,0.12929468841446515,0.010384610099386784,1.5075692644958418,0.13166480404388453,0.040079581819280806,9.858284784104336,6.311836833712469e-23,-0.007389373632821554,-1.8741020762526515,0.06091635722110041,0.0033978716588025874,0.7533228904166435,0.45125590676408445,0.016241781544146988,3.247040011069556,0.0011661199495267278,-0.006009608157177944,-0.6600912275070152,0.5091952878953471
31,23274.807811482577,0.7515516135393533,0.03603882615844455,-1.4317451526752116,-37.14621688963233,5.04605515494575e-302,-0.09827211368934399,-20.098361861783832,7.6269916517055585e-90,0.019576172055839135,2.4231816746227963,0.015385230367965949,0.13924374776111592,15.179387658049905,4.842815699035411e-52,0.13673664072242298,20.64723247494171,1.0337464575240184e-94,0.12706212664273558,19.225733678645287,2.2542819495426228e-82,0.003495803419309851,0.7243703219165223,0.4688384149527368,0.0032780904448657475,0.478676854271817,0.6321685342829736,0.04347486352881099,10.770120503592382,4.763772887433268e-27,0.0009544968274748438,0.2110193250926357,0.8328721916395908,0.011238542510291206,2.536718530842065,0.011189688032992503,0.004447608643917023,0.9016933310731254,0.3672197965998817,-0.00107253947533828,-0.11636932968976055,0.9073598415844648
32,23379.384419277158,0.7531738360981012,0.04278115081760684,-1.4892852772217595,-38.39356291680971,0.0,-0.09461076783192414,-19.308050981366286,4.595916607484825e-83,0.025078686765572615,3.1388178668834192,0.0016963084567113405,0.15399733538434035,16.842045600993046,1.2001495180779122e-63,0.14864880537531372,21.900999549366638,2.54144169349945e-106,0.09938194637146988,15.299904400672133,7.656901794133734e-53,0.005863043049091488,1.2107601345339158,0.2259873479541199,0.002199692012534121,0.32247564221221964,0.7470923876936704,0.045788622464236865,11.205414631840616,3.8355357865172925e-29,0.00017344041149257045,0.046538418511567016,0.9628811137004156,0.00796956801810932,1.7506613957850992,0.08000425284810497,0.011451214435551638,2.3518004903388436,0.018682792641427085,-0.014193800720323179,-1.5460490040307933,0.12209273336464942
